Date,Close
5/15/2020 16:00,37.73409
5/18/2020 16:00,38.05057
5/19/2020 16:00,37.66025
5/20/2020 16:00,37.6075
5/21/2020 16:00,37.23829
5/22/2020 16:00,37.48091
5/26/2020 16:00,37.47037
5/27/2020 16:00,37.38597
5/28/2020 16:00,38.15606
5/29/2020 16:00,38.16661
6/1/2020 16:00,35.43439
6/2/2020 16:00,36.14118
6/3/2020 16:00,36.14118
6/4/2020 16:00,35.98294
6/5/2020 16:00,35.96185
6/8/2020 16:00,36.56314
6/9/2020 16:00,36.18338
6/10/2020 16:00,35.89855
6/11/2020 16:00,33.28238
6/12/2020 16:00,33.72544
6/15/2020 16:00,33.33512
6/16/2020 16:00,33.37732
6/17/2020 16:00,33.53555
6/18/2020 16:00,33.21908
6/19/2020 16:00,33.39842
6/22/2020 16:00,33.09249
6/23/2020 16:00,32.74437
6/24/2020 16:00,32.16417
6/25/2020 16:00,32.30131
6/26/2020 16:00,32.01649
6/29/2020 16:00,32.61778
6/30/2020 16:00,32.68108
7/1/2020 16:00,33.71489
7/2/2020 16:00,34.48497
7/6/2020 16:00,34.48497
7/7/2020 16:00,34.01026
7/8/2020 16:00,33.72544
7/9/2020 16:00,33.44061
7/10/2020 16:00,33.80983
7/13/2020 16:00,35.19176
7/14/2020 16:00,35.20231
7/15/2020 16:00,35.69812
7/16/2020 16:00,35.58208
7/17/2020 16:00,36.22557
7/20/2020 16:00,36.47875
7/21/2020 16:00,36.66863
7/22/2020 16:00,38.53582
7/23/2020 16:00,38.38814
7/24/2020 16:00,37.63915
7/27/2020 16:00,37.51256
7/28/2020 16:00,38.98943
7/29/2020 16:00,39.23206
7/30/2020 16:00,38.71516
7/31/2020 16:00,38.45143
8/3/2020 16:00,38.32484
8/4/2020 16:00,38.36704
8/5/2020 16:00,38.41978
8/6/2020 16:00,38.24045
8/7/2020 16:00,38.41978
8/10/2020 16:00,38.36704
8/11/2020 16:00,37.76574
8/12/2020 16:00,38.30374
8/13/2020 16:00,38.14551
8/14/2020 16:00,38.04002
8/17/2020 16:00,38.32484
8/18/2020 16:00,38.33539
8/19/2020 16:00,38.24045
8/20/2020 16:00,38.69406
8/21/2020 16:00,38.8523
8/24/2020 16:00,38.8101
8/25/2020 16:00,38.38814
8/26/2020 16:00,38.02947
8/27/2020 16:00,37.83958
8/28/2020 16:00,37.88178
8/31/2020 16:00,37.76574
9/1/2020 16:00,36.85852
9/2/2020 16:00,37.17499
9/3/2020 16:00,36.37326
9/4/2020 16:00,36.34161
9/8/2020 16:00,35.9091
9/9/2020 16:00,36.15173
9/10/2020 16:00,35.62427
9/11/2020 16:00,36.04624
9/14/2020 16:00,36.98511
9/15/2020 16:00,36.93236
9/16/2020 16:00,36.75303
9/17/2020 16:00,36.79522
9/18/2020 16:00,36.60534
9/21/2020 16:00,35.99349
9/22/2020 16:00,36.22557
9/23/2020 16:00,35.97239
9/24/2020 16:00,35.74031
9/25/2020 16:00,36.02514
9/28/2020 16:00,36.36271
9/29/2020 16:00,36.15173
9/30/2020 16:00,36.67918
10/1/2020 16:00,36.34161
10/2/2020 16:00,36.35216
10/5/2020 16:00,36.72138
10/6/2020 16:00,36.15173
10/7/2020 16:00,36.4471
10/8/2020 16:00,36.86907
10/9/2020 16:00,36.76358
10/12/2020 16:00,36.79522
10/13/2020 16:00,36.87962
10/14/2020 16:00,36.83742
10/15/2020 16:00,36.5315
10/16/2020 16:00,37.92398
10/19/2020 16:00,37.77629
10/20/2020 16:00,37.47037
10/21/2020 16:00,37.05895
10/22/2020 16:00,37.40707
10/23/2020 16:00,38.15606
10/26/2020 16:00,37.89233
10/27/2020 16:00,37.40707
10/28/2020 16:00,35.42384
10/29/2020 16:00,35.25506
10/30/2020 16:00,35.45549
11/2/2020 16:00,36.20447
11/3/2020 16:00,36.16228
11/4/2020 16:00,37.30158
11/5/2020 16:00,36.36271
11/6/2020 16:00,36.37326
11/9/2020 16:00,39.17932
11/10/2020 16:00,38.65186
11/11/2020 16:00,38.47253
11/12/2020 16:00,37.52311
11/13/2020 16:00,38.59912
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
